media_ID,media_ok,media_type,media_titre,media_playlist,media_pseudo,media_affiche,media_date_sortie,media_realisateurs,media_acteurs,media_genre,media_nationalite,media_annonce,media_nbSaison,media_synopsis,media_nbVisite,media_date_ajout,media_date_last_mod,media_nbCom,media_lien_amazone,media_etat,media_supprimer,media_youtube,media_youtube2,media_youtube3
376,1,film,21 grammes,http://gdata.youtube.com/feeds/api/playlists/978CB67126AC7C58?alt=rss,admin,http://fr.web.img4.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/35/18/51/18370253.jpg,2004,Alejandro González Inárritu,"Sean Penn, Benicio Del Toro, Naomi Watts",Drame,USA,,,"On dit que nous perdons tous 21 grammes au moment précis de notre mort... Le poids de cinq pièces de monnaie. Le poids d'une barre de chocolat. Le poids d'un colibri. 21 grammes. Est-ce le poids de notre âme ? Est-ce le poids de la vie ? Paul attend une transplantation cardiaque. Cristina, ex-junkie, est mère de deux petites filles. Jack sort de prison et redécouvre la foi. A cause d'un accident, ils vont s'affronter, se haïr... et s'aimer.",160,1366202739,,0,,1,0,http://www.youtube.com/watch?v=FZXR9ZrRR2c,,
377,1,film,Full Metal Jacket,http://gdata.youtube.com/feeds/api/playlists/84FC04AFD55C4527?alt=rss,admin,http://fr.web.img6.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/65/57/12/19254508.jpg,1987,Stanley Kubrick,"Matthew Modine, Arliss Howard, Vincent D'Onofrio",Guerre,USA,,,"Pendant la guerre du Vietnam, la préparation et l'entrainement d'un groupe de jeunes marines, jusqu'au terrible baptême du feu et la sanglante offensive du Tet a Hue, en 1968.",179,1366202739,,0,,1,0,http://www.youtube.com/watch?v=Zqee2tahawo,,
379,1,film,Apocalypse Now,http://gdata.youtube.com/feeds/api/playlists/5949E06DD14E27EA?alt=rss,admin,http://fr.web.img5.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/63/13/18/18858841.jpg,1979,Francis Ford Coppola,"Martin Sheen, Marlon Brando, Frederic Forrest",Guerre,USA,,,"Cloîtré dans une chambre d'hôtel de Saïgon, le jeune capitaine Willard, mal rasé et imbibé d'alcool, est sorti de sa prostration par une convocation de l'état-major américain. Le général Corman lui confie une mission qui doit rester secrète : éliminer le colonel Kurtz, un militaire aux méthodes quelque peu expéditives et qui sévit au-delà de la frontière cambodgienne.",138,1366202739,,0,,1,0,http://www.youtube.com/watch?v=ItvBZwmRLwk,,
380,1,film,Fast and Furious 6,http://gdata.youtube.com/feeds/api/playlists/Lps8y6jUb1kMcM8LqgsqYhIjbmPrmIr5?alt=rss,admin,http://fr.web.img4.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/91/19/03/20508356.jpg,2013,Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson",Action,USA,,,"Dom, Brian et toute leur équipe, après le casse de Rio, ayant fait tomber un empire en empochant 100 millions de dollars, se sont dispersés aux quatre coins du globe. Mais l’incapacité de rentrer chez eux, et l’obligation de vivre en cavale permanente, laissent à leur vie le goût amer de l’inaccomplissement. Pendant ce temps Hobbs traque aux quatre coins du monde un groupe de chauff eurs mercenaires aux talents redoutables, dont le meneur, Shaw est secondé d’une de main de fer par l’amour que Dom croyait avoir perdu pour toujours : Letty. La seule façon d’arrêter leurs agissements est de les détrôner en surpassant leur réputation. Hobbs demande donc à Dom de rassembler son équipe de choc à Londres. En retour ? Ils seront tous graciés et pourront retourner auprès des leurs, afin de vivre une vie normale.",355,1366202739,,0,,1,0,http://www.youtube.com/watch?v=3V90RF55Qo0,,
381,1,film,2 Fast 2 Furious,http://gdata.youtube.com/feeds/api/playlists/B2DB1CA54F73EDF7?alt=rss,admin,http://fr.web.img5.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/35/08/06/af.jpg,2003,John Singleton,"Paul Walker, Tyrese Gibson, Eva Mendes",Action,"AMÉRICAIN , ALLEMAND",,,"Brian O'Conner a signé sa plus belle action, mais aussi sa faute la plus grave, en laissant filer le chef du gang de voleurs de voitures qu'il avait mission d'infiltrer. Radié de la police de Los Angeles, ce jeune flic rebelle, fan de vitesse et de rodéos, a gardé intact son honneur mais a gâché une belle carrière. Après deux ans de galère, Brian O'Conner se retrouve à Miami et se voit offrir une ultime chance de se racheter. Le FBI et les douanes locales surveillent depuis plusieurs mois le puissant homme d'affaires Carter Verone, qu'ils soupçonnent de se livrer à des opérations de blanchiment d'argent. Mais leurs efforts sont restés vains, le seul indice dont ils disposent pour appâter et démasquer l'énigmatique criminel étant sa passion pour les rodéos. Le temps presse, Brian semble être le seul espoir...",155,1366202739,,0,,1,0,http://www.youtube.com/watch?v=a7pg9w7663c,,
382,1,film,Fast and Furious : Tokyo Drift,http://gdata.youtube.com/feeds/api/playlists/BB18E1B25A6F171A?alt=rss,admin,http://fr.web.img5.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/36/31/38/18654335.jpg,2006,Justin Lin,"Lucas Black, Lil' Bow Wow, Brian Tee",Action,"ALLEMAND, AMÉRICAIN",,,"Sean Boswell est un risque-tout à qui sa passion immodérée des voitures de sport trafiquées a déjà attiré de sérieux ennuis avec la police californienne. Condamné après un accident, sa seule alternative à la prison est d'accepter la tutelle de son père, militaire de carrière basé à Tokyo. Gaijin (étranger) dans la ville la plus moderne et la plus sexy du monde, le jeune homme se sent plus exclu que jamais jusqu'au jour où un nouveau copain, Twinkie, lui fait découvrir l'univers secret du drifting - le nec plus ultra des rodéos urbains. Un sport clandestin où l'audace, l'élégance et la fluidité de la conduite sont encore plus appréciées que la simple vitesse. Sean est immédiatement accroché : son style de vie rebelle a trouvé sa parfaite expression dans le drift, ses périlleuses transgressions, son défi permanent aux lois de la physique...",105,1366202739,,0,,1,0,http://www.youtube.com/watch?v=VX4qGTLTfis,,
383,1,film,Fast and Furious 4,http://gdata.youtube.com/feeds/api/playlists/06D2D93B1C5075C8?alt=rss,admin,http://fr.web.img6.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/66/78/23/19061074.jpg,2009,Justin Lin,"Vin Diesel, Paul Walker, Jordana Brewster",Action,USA,,,"Un meurtre oblige Don Toretto, un ancien taulard en cavale, et l'agent Brian O'Conner à revenir à L.A. où leur querelle se rallume. Mais confrontés à un ennemi commun, ils sont contraints à former une alliance incertaine s'ils espèrent parvenir à déjouer ses plans. De l'attaque de convoi aux glissades de précision qui les mèneront hors de leurs propres frontières, les deux hommes trouveront le meilleur moyen de prendre leur revanche : en poussant les limites de ce qui est faisable au volant d'un bolide.",136,1366202739,,0,,1,0,http://www.youtube.com/watch?v=99XOxDLMvBg,,
384,0,film,Pinocchio,http://gdata.youtube.com/feeds/api/playlists/B4D705219F641A79?alt=rss,admin,http://fr.web.img2.acsta.net/r_160_240/b_1_d6d6d6/medias/nmedia/18/69/41/57/19063527.jpg,2011,Hamilton Luske,,Animation,USA,,,"Aidé de la Fée Bleue, Gepetto parvient à insuffler la vie à sa dernière marionnette qu'il nomme Pinocchio.",210,1366202739,,0,,1,0,http://www.youtube.com/watch?v=DwSXsljKJGM,,
385,0,film,Mulan,http://gdata.youtube.com/feeds/api/playlists/34D30B3AEA8CB7DB?alt=rss,admin,http://fr.web.img5.acsta.net/r_640_600/b_1_d6d6d6/medias/04/24/49/042449_af.jpg,1998,Tony Bancroft,"Ming-Na Wen, Eddie Murphy, Miguel Ferrer",Animation,USA,,,"Mulan est une belle jeune fille qui vit dans un village chinois. Malgré son amour et son respect pour sa famille, son mépris des conventions l'éloigne des rôles dévolus aux filles devouées. Quand son pays est envahi par les Huns, Mulan, n'écoutant que son courage, s'engage à la place de son père dans le but de lui sauver la vie. Elle va devenir, avec l'aide d'un dragon en quète de réhabilitation, un guerrier hors du commun.",94,1366202739,,0,,1,0,http://www.youtube.com/watch?v=Cxr6uwV1eZM,,
386,0,film,Mulan 2 (la mission de l'Empereur),http://gdata.youtube.com/feeds/api/playlists/E95529FC6EFB5762?alt=rss,admin,http://fr.web.img5.acsta.net/r_160_240/b_1_d6d6d6/medias/nmedia/18/71/01/37/19120060.jpg,2009,Darrell Rooney,"Ming-Na Wen, B.D. Wong, Mark Moseley",Animation,USA,,,"Alors que Mulan et Shang préparent activement leur mariage, l'empereur de Chine les convoque afin de leur confier une mission de la plus haute importance. Les futurs mariés doivent escorter trois princesses venant des provinces lointaines et les conduire jusqu'à leurs fiancés qui habitent à l'autre bout du pays. Ces mariages sont de la plus haute importance puisqu'ils doivent sceller une alliance entre d'anciens ennemis jurés, et ainsi protéger la Chine d'une nouvelle invasion mongole.",0,1366202739,,0,,1,0,http://www.youtube.com/watch?v=S5Hyg9yydr4,,
387,0,film,"Kuzco, l'empereur mégalo",http://gdata.youtube.com/feeds/api/playlists/niet?alt=rss,admin,http://fr.web.img3.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/00/00/00/95/69197626_af.jpg,2001,Mark Dindal,"David Spade, John Goodman, Patrick Warburton",Animation,USA,,,"A la tête d'un royaume mythique se trouve Kuzco, un jeune empereur aussi capricieux que méprisant. Secondé par la perfide Yzma qui rêve de lui ravir le trône, il projette de bâtir une somptueuse résidence d'été sur une des plus jolies collines de l'empire. Il fait d'ailleurs venir le chef du village, l'imposant Pacha, pour le prévenir qu'il aura le grand honneur de voir sa maison détruite. Kuzco congédie Yzma. Folle de rage, la diablesse élabore un plan délirant et fatal. Flanquée de son sbire, Kronk, elle se prépare à éliminer le jeune empereur et à régner. Yzma invite son neveu à souper. Kronk est supposé verser du poison dans le plat de Kuzco, mais il se trompe et verse une potion qui transforme le prince en lama. Se rendant compte de leur erreur, Yzma et Kronk assomment le jeune souverain avec un vase et le balancent dans la charrette de Pacha qui part hors de la ville.",0,1366202739,,0,,0,0,http://www.youtube.com/watch?v=f9Sb738xnas,,
388,0,film,Kuzco 2 - King Kronk (V),http://gdata.youtube.com/feeds/api/playlists/niet?alt=rss,admin,http://fr.web.img4.acsta.net/r_160_240/b_1_d6d6d6/medias/nmedia/18/70/99/83/19119622.jpg,2009,Saul Andrew Blinkoff,,Animation,USA,,,"Kronk, l'ancien complice de la méchante Yzma, possède désormais son propre restaurant, célèbre dans toute la région, mais n'est toujours pas marié. Quand il apprend que son père projette de lui rendre visite, il s'inquiète de sa réaction et tente de trouver une solution.",0,1366202739,,0,,0,0,http://www.youtube.com/watch?v=BhGIGVj6-wQ,,
389,0,film,Aladdin,http://gdata.youtube.com/feeds/api/playlists/AF94DB73419ECFA1?alt=rss,admin,http://fr.web.img3.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/35/51/32/19253558.jpg,1993,John Musker,"Scott Weinger, Robin Williams, Linda Larkin",Animation,USA,,,"Comment Aladdin, grâce à la felonie du grand vizir, va se procurer la lampe magique qui héberge le fameux génie et nous entraïner dans la plus étonnante des aventures.",108,1366202739,,0,,1,0,http://www.youtube.com/watch?v=-JUNcfqk87w,,
390,0,film,Le Retour de Jafar,http://gdata.youtube.com/feeds/api/playlists/RjI2QAIF0FjKx7rhPKJyFoJQUcBWOzzY?alt=rss,admin,http://fr.web.img1.acsta.net/r_160_240/b_1_d6d6d6/medias/nmedia/18/77/65/08/19417540.jpg,2009,Alan Zaslove,,Dessin animé,USA,,,"Après un bref séjour dans la lampe magique, le sinistre Jafar souhaite se venger d'Aladdin, de Jasmine et du sultan, mais Iago, son perroquet le trahi, se sentant malaimé et maltraité par Jafar. Il va rejoindre Aladdin et ses amis pour essayer de prendre le pouvoir mais va ressentir peu à peu de l'amitié pour ses anciens ennemis. Pendant ce temps, Jafar a été libéré par Abis Mal, un voleur aussi incompétent que stupide, vouant aussi une féroce haine pour Aladdin.",100,1366202739,,0,,1,0,http://www.youtube.com/watch?v=v3A8KdfAVMA,,
391,0,film,Aladdin et le roi des voleurs,http://gdata.youtube.com/feeds/api/playlists/99B30AB2E8181C82?alt=rss,admin,http://fr.web.img6.acsta.net/r_160_240/b_1_d6d6d6/medias/nmedia/18/71/00/13/19119657.jpg,2009,Tad Stones,"Robin Williams, Scott Weinger, Linda Larkin",Animation,USA,,,"Tout le royaume d'Agrabah célèbre enfin le mariage d'Aladdin et Jasmine mais l'évènement est interrompu par Cassim et sa quarantaine de voleurs. Ces derniers pillent tout le palais, à la recherche de la mystérieuse main de Midas. Après ce larcin, les bandits disparaissent et Aladdin aidé par le Génie, Iago et son fidèle Abu décide de lancer à leur poursuite..",90,1366202739,,0,,1,0,http://www.youtube.com/watch?v=tpAqiq5z2Ts,,
392,0,film,La Petite Sirène,http://gdata.youtube.com/feeds/api/playlists/VUIbVs6lj_vWTXfeIytBQmj4sJgcrngs?alt=rss,admin,http://fr.web.img6.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/66/34/89/18928545.jpg,1990,John Musker,"Jodi Benson, Claire Guyot, Christopher Daniel Barnes",Animation,USA,,,"Malgré l'interdiction de son père, le roi Triton, Ariel, la petite sirène, ne peut résister à la tentation d'aller à la rencontre d'un monde inconnu, celui des humains. Accompagnée de Polochon, elle gagne la surface de l'océan et s'approche d'un grand navire où est donnée une grande fête en l'honneur du prince Eric, dont elle tombe immédiatement amoureuse. Une terrible tempête se lève et le prince est projeté par-dessus bord. Ariel le sauve de la noyade, le dépose sur le continent puis disparaît. Mais elle ne réussit pas à oublier le prince.",116,1366202739,,0,,1,0,http://www.youtube.com/watch?v=ikDlKihMWgA,,
393,0,film,Fantasia 2000,http://gdata.youtube.com/feeds/api/playlists/762C8723DDFA86E1?alt=rss,admin,http://fr.web.img1.acsta.net/r_160_240/b_1_d6d6d6/medias/nmedia/images/affiches/045887.jpg,2000,Eric Goldberg,,Animation,USA,,,"En 1941, Walt Disney réalisait ""Fantasia"". Il rêvait alors de concevoir chaque année un nouvel opus de ""Fantasia"", film-concert comprenant un cocktail de comédie, de ballet, de drame, d'impressionnisme, de couleurs et de sons. Aujourd'hui, son rêve est devenu réalité avec ""Fantasia 2000"" qui présente sept interprétations nouvelles des plus grands morceaux classiques, assorties de l'épisode qui donna naissance au film original en 1940 et marqua l'histoire du dessin animé : ""l'Apprenti Sorcier"". Film réalisé en procédé Imax.",70,1366202739,,0,,1,0,http://www.youtube.com/watch?v=xFViDF0O7AQ,,
394,0,film,Merlin l'enchanteur,http://gdata.youtube.com/feeds/api/playlists/niet?alt=rss,admin,http://fr.web.img4.acsta.net/r_160_240/b_1_d6d6d6/medias/nmedia/18/66/06/41/19117559.jpg,1964,Wolfgang Reitherman,"Karl Swenson, Rickie Sorensen, Martha Wentworth",Animation,USA,,,"Le jeune Arthur / Wart reçoit l'enseignement de l'enchanteur Merlin, avec qui il va vivre des aventures magiques, avant de devenir Roi d'Angleterre.",0,1366202739,,0,,0,0,http://www.youtube.com/watch?v=ui8qz7sebiU,,
395,0,film,Peter Pan,http://gdata.youtube.com/feeds/api/playlists/10814708579F707E?alt=rss,admin,http://fr.web.img5.acsta.net/r_160_240/b_1_d6d6d6/medias/nmedia/18/35/51/51/19203513.jpg,2012,Hamilton Luske,,Animation,USA,,,Wendy devient une grande fille. Aussi passe-t-elle sa derniere nuit dans la nursery avec ses jeunes freres. C'est cette nuit-la que Peter Pan choisit pour les entrainer dans un grand voyage au pays imaginaire.,94,1366202739,,0,,1,0,http://www.youtube.com/watch?v=mZs_n92dLfY,,
396,0,film,Les 101 Dalmatiens,http://gdata.youtube.com/feeds/api/playlists/B45478D2FA039414?alt=rss,admin,http://fr.web.img5.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/65/83/79/20193459.jpg,1961,Clyde Geronimi,,Animation,USA,,,"Pongo et Perdita, deux magnifiques dalmatiens, ont un beau jour quinze bébés chiens. Leur joie et celle de leurs maîtres, Roger et Anita, serait sans ombre si l’infâme Cruella, ancienne camarade de classe d’Anita, ne convoitait les chiots pour la réalisation d’un manteau de fourrure. Un soir, profitant de l’absence du couple, les méchants Jasper et Horace font main basse sur la portée. Pongo et Perdita se lancent alors dans un plan de sauvetage désespéré qui va les conduire à mener vers l’évasion non pas 15, mais quelques 99 chiots…",79,1366202739,,0,,1,0,http://www.youtube.com/watch?v=PhcbdXqXqiE,,
397,0,film,Blanche-Neige et les sept nains,http://gdata.youtube.com/feeds/api/playlists/E6E914A515F288BB?alt=rss,admin,http://fr.web.img3.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/60/04/90/19681823.jpg,1938,David Hand,"Adriana Caselotti, Lucile La Verne, Moroni Olsen",Animation,USA,,,"Blanche Neige est une princesse d'une très grande beauté, ce qui rend jalouse sa belle-mère. Celle-ci demande quotidiennement à son miroir magique de lui dire qu'elle est la plus belle ; mais un jour, le miroir affirme que la plus belle femme du royaume est Blanche Neige. La reine décide alors de la tuer mais le garde chargé de cette tâche ne trouve pas le courage et abandonne Blanche Neige dans la forêt. Perdue, à bout de force, elle échoue dans une maison où habitent sept nains.",62,1366202739,,0,,1,0,http://www.youtube.com/watch?v=eyjc8txuG44,,
398,0,film,Rambo III,http://gdata.youtube.com/feeds/api/playlists/390A42EE482D8BD3?alt=rss,admin,http://fr.web.img1.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/36/04/23/18465577.jpg,1988,Peter MacDonald,"Sylvester Stallone, Richard Crenna, Marc de Jonge",Action,USA,,,"Le Colonel Trautman contacte Rambo dans sa retraite en Thaïlande pour qu'il l'accompagne dans une mission périlleuse en Afghanistan. Mais l'ex-soldat refuse afin de se consacrer aux moines bouddhistes qui l'ont recueilli. Lorsque, quelques jours plus tard, l'agent Griggs lui explique que Trautman a été capturé par le Colonel Zaysen, Rambo décide de sauver son ami. Il s'infiltre dans les lignes ennemies et découvre toute l'horreur du conflit qui oppose les moudjahidin à l'armée soviétique. Déterminé, il s'attaque à toute une armée sans oublier son objectif premier : récupérer Trautman.",93,1366202739,,0,,1,0,http://www.youtube.com/watch?v=44NUflhBLCw,,
399,1,film,Driven,http://gdata.youtube.com/feeds/api/playlists/328B3E18BD181285?alt=rss,admin,http://fr.web.img2.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/00/00/00/37/69199414_af.jpg,2001,Renny Harlin,"Sylvester Stallone, Burt Reynolds, Kip Pardue",Action,"CANADIEN , AUSTRALIEN , AMÉRICAIN",,,"Les années passent et Joe Tanto, pilote de course mis à la retraite contre son gré, ne peut s'empêcher de continuer à ressasser ses erreurs : les occasions qu'il n'a pas su saisir, et, surtout, cet accident qui a failli lui coûter la vie et celle d'un autre pilote. Si une seconde chance se présentait à lui, il la prendrait sans hésiter. Aussi lorsque Jimmy Bly, pilote renommé, connaît une période creuse et a besoin d'être secondé par un coéquipier, Joe met toute son énergie et son savoir-faire au service du champion versatile.",217,1366202739,,0,,1,0,http://www.youtube.com/watch?v=jpcVMeP623Y,,
400,1,film,Last Action Hero,http://gdata.youtube.com/feeds/api/playlists/FFCFAAAB1EDD901F?alt=rss,admin,http://fr.web.img3.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/36/23/16/19106157.jpg,1993,John McTiernan,"Arnold Schwarzenegger, F. Murray Abraham, Austin O'Brien",Aventure,USA,,,"Grâce a un billet magique, Danny Madigan, un enfant de onze ans, peut vivre les aventures de son policier préferé, Slater, croisé des temps modernes. Ensemble ils affrontent force danger et triomphent toujours. Mais les choses se compliquent lorsque des personnes mal intentionnées s'emparent du billet magique et gagnent New York, ou le crime paie encore plus qu'au cinéma.",77,1366202739,,0,,1,0,http://www.youtube.com/watch?v=nPuXJinnu_U,,
401,1,film,Dommage collatéral,http://gdata.youtube.com/feeds/api/playlists/niet?alt=rss,admin,http://fr.web.img1.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/00/02/33/64/aff_dommagecoll.jpg,2002,Andrew Davis,"Arnold Schwarzenegger, Cliff Curtis, Francesca Neri",Action,USA,,,"A Los Angeles, Gordy Brewer, vétéran des sapeurs pompiers, arrive avec quelques minutes de retard à un rendez-vous et assiste, impuissant, à un attentat à la bombe contre le Consulat de Colombie. Le terroriste visait une poignée de hauts dignitaires colombiens oeuvrant à la signature d'un traité de coopération avec les Etats-Unis. Parmi les victimes de cet attentat figurent des dizaines de passants innocents dont Anne et Matt Brewer, l'épouse et le fils de Gordy. Cet acte terroriste est rapidement imputé au dangereux criminel Claudio ""El Lobo"". Alors que l'enquête officielle piétine et que les autorités américaines n'ont pas l'intention de mettre la main sur le principal responsable, Gordy décide de venger la mort de ses proches en partant en Colombie sur les traces de Claudio.",0,1366202739,,0,,0,0,http://www.youtube.com/watch?v=LWGgBAKvg3A,,
402,1,film,Running Man,http://gdata.youtube.com/feeds/api/playlists/C731F47285EA2841?alt=rss,admin,http://fr.web.img2.acsta.net/r_160_240/b_1_d6d6d6/medias/nmedia/18/62/91/07/19961110.jpg,1988,Paul Michael Glaser,"Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto",Action,USA,,,"Los Angeles, 2019. Des candidats, sélectionnés parmi la population carcérale, s'affrontent à mort dans le cadre d'une émission de télévision à succès.",109,1366202739,,0,,1,0,http://www.youtube.com/watch?v=VZs40-cC9DI,,
403,1,film,xXx,http://gdata.youtube.com/feeds/api/playlists/6B80E8D997D3785D?alt=rss,admin,http://fr.web.img4.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/00/02/46/89/affiche.jpg,2002,Rob Cohen,"Vin Diesel, Samuel L. Jackson, Asia Argento",Action,USA,,,"Après une série de tests, Xander ""XXX"" Cage, un spécialiste des sports extrêmes couvert de tatouages, est recruté par Augustus Gibbons, un agent de la National Security Agency (NSA), pour s'infiltrer dans une organisation criminelle et mettre fin à ses agissements. Dirigée par un certain Yorgi, celle-ci se fait appeler ""Anarchie 99"" et son siège se situe à Prague, en République tchèque. Gibbons est persuadé que Xander Cage réussira là où les espions conventionnels ont échoué. Ce dernier insiste toutefois pour accomplir cette mission à sa façon. Il se présente alors directement à Yorgi et se lie rapidement d'amitié avec lui, l'occasion pour Xander Cage de découvrir les terribles desseins de l'organisation.",109,1366202739,,0,,1,0,http://www.youtube.com/watch?v=Ybidzwu1_dM,,
404,1,film,X-Men Origins: Wolverine,http://gdata.youtube.com/feeds/api/playlists/D06D3E8C11FEC7DA?alt=rss,admin,http://fr.web.img2.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/68/62/70/19085550.jpg,2009,Gavin Hood,"Hugh Jackman, Danny Huston, Liev Schreiber",Fantastique,USA,,,"Ce film nous fait découvrir les origines du plus rebelle des héros Marvel et son histoire avant les événements de la trilogie X-Men. Hugh Jackman reprend son rôle fétiche de héros au pouvoir de régénération convoité par l'armée, et impitoyable jusqu'au bout des griffes. Après avoir intégré le programme militaire ""Weapon X"" qui transforme les mutants en armes vivantes, Wolverine n'a de cesse de retrouver ceux qui ont tué son père et la femme qu'il a aimée.",76,1366202739,,0,,1,0,http://www.youtube.com/watch?v=yawHvdrZrcs,,
405,1,film,Wolverine : le combat de l'immortel,http://gdata.youtube.com/feeds/api/playlists/niet?alt=rss,admin,http://www.allocine.fr/film/fichefilm-146326/photos/detail/?cmediafile=21007276,2013,James Mangold,"Hugh Jackman, Brian Tee, Will Yun Lee",Action,USA,,,"Logan, l’éternel guerrier marginal, se retrouve au Japon. Là-bas, ses griffes en adamantium se heurteront à l’acier des samouraïs. Logan sera confronté à une figure mystérieuse de son passé, dans une bataille épique qui le changera à jamais.",0,1366202739,,0,,0,0,http://www.youtube.com/watch?v=WKrknCZIj2Q,,
406,1,film,Mission : Impossible,http://gdata.youtube.com/feeds/api/playlists/099D25DEB59BD6F8?alt=rss,admin,http://fr.web.img1.acsta.net/r_160_240/b_1_d6d6d6/medias/nmedia/18/60/09/56/18863006.jpg,1996,Brian De Palma,"Tom Cruise, Jean Reno, Henry Czerny",Espionnage,USA,,,"Les membres d'un commando de la CIA sont envoyés à Prague avec pour mission d'appréhender, lors d'une réception dans l'ambassade américaine, un espion ennemi qui s'apprête à dérober une disquette contenant la liste secrète des agents en Europe centrale. Seulement ils ignorent que la CIA, persuadée que le commando est infiltré par une taupe, a envoyé une seconde équipe sur place...",97,1366202739,,0,,1,0,http://www.youtube.com/watch?v=aHfam12uXwA,,
407,1,film,Mission: Impossible II,http://gdata.youtube.com/feeds/api/playlists/47BE07EEC9604246?alt=rss,admin,http://fr.web.img2.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/70/64/92/19106209.jpg,2000,John Woo,"Tom Cruise, Dougray Scott, Thandie Newton",Policier,USA,,,"Votre mission, monsieur Hunt, si vous décidez de l'accepter, sera de récupérer un virus génétiquement modifié, baptisé Chimera. Sean Ambrose, qui fut votre élève avant de devenir votre ennemi juré, s'est emparé de l'antidote et se terre dans un laboratoire secret de Sydney. Son ex-maitresse, Nyah Hall, pourrait s'avérer utile dans vos tentatives d'infiltration de ce QG hautement protégé. Comme toujours, si vous ou l'un de vos équipiers étiez capturés ou tués, le département d'Etat nierait avoir eu connaissance de vos agissements. Ce résumé s'autodétruira dans cinq secondes.",81,1366202739,,0,,1,0,http://www.youtube.com/watch?v=aHjhMW1WvWk,,
408,1,film,Mission: Impossible III,http://gdata.youtube.com/feeds/api/playlists/niet?alt=rss,admin,http://fr.web.img3.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/36/00/63/18608448.jpg,2006,J.J. Abrams,"Tom Cruise, Ving Rhames, Philip Seymour Hoffman",Action,USA,,,"Ethan espérait avoir tourné une page en quittant le service actif de la Force Mission Impossible pour un poste de formateur ; pouvoir enfin mener une vie ""normale"", se consacrer tout entier à sa ravissante épouse, Julia... Mais lorsque Lindsey, la plus brillante recrue de l'IMF ""tombe"" à Berlin, Ethan se sent moralement obligé de lui porter secours. Assisté de ses fidèles coéquipiers Luther, Zhen et Declan, il infiltre le repaire du trafiquant Owen Davian et arrache la jeune femme des mains d'une quinzaine de ses sbires. Trop tard : quelques instants plus tard, une mini-capsule de magnésium explose dans la tête de Lindsey, la tuant sur le coup. Davian avait tout prévu... Pour Ethan, c'est bien plus qu'un ratage - c'est une faillite personnelle dont il lui faut au plus vite se racheter...",0,1366202739,,0,,0,0,http://www.youtube.com/watch?v=Lb8mK7w_ig4,,
409,1,film,Top Gun,http://gdata.youtube.com/feeds/api/playlists/B8F9C6C4F6AC7CE7?alt=rss,admin,http://fr.web.img6.acsta.net/r_160_240/b_1_d6d6d6/medias/nmedia/18/36/26/94/18862989.jpg,1986,Tony Scott,"Tom Cruise, Tom Skerritt, Kelly McGillis",Aventure,USA,,,"Jeune as du pilotage et tête brûlée d'une école réservée à l'élite de l'aéronavale US (""Top Gun""), Pete Mitchell, dit ""Maverick"", tombe sous le charme d'une instructrice et doit bientôt se remettre en cause après un tragique accident...",107,1366202739,,0,,1,0,http://www.youtube.com/watch?v=aoScggqgo_E,,
410,1,film,L'Arme fatale,http://gdata.youtube.com/feeds/api/playlists/77C715BF21F0A0D7?alt=rss,admin,http://fr.web.img6.acsta.net/r_640_600/b_1_d6d6d6/medias/nmedia/18/62/88/28/18657263.jpg,1987,Richard Donner,"Mel Gibson, Danny Glover, Gary Busey",Action,USA,,,"Deux excellents policiers de Los Angeles, Martin Riggs et Roger Murtaugh, se retrouvent coéquipers sur une même affaire. Les deux hommes, de caractère franchement opposé, finissent par s'apprécier et demontrent leur amitié et leurs capacités quand la fille de l'un d'eux est enlevée par d'anciens agents des forces spéciales devenus trafiquants de drogue.",103,1366202739,,0,,1,0,http://www.youtube.com/watch?v=yR_3ZVBmX_g,,
